delay_steps,r_d,r_cross,candidate_Ed,local_Ed,candidate_Ex,local_Ex,r_d_excess_over_0p95,guards_pass,passed
1,0.9502787849106537,0.6055328645068879,0.00039037026048215306,0.0004107955125177883,1.7732041203914198e-06,2.928336716844292e-06,0.0002787849106536955,True,False
2,0.9893270595363578,0.6405191344833928,0.0004438716827728703,0.0004486602064446596,2.6203253030323907e-06,4.090939929758382e-06,0.039327059536357845,True,False
