s_real,s_imag,norm_H0inv_E,cross_right_2norm,cross_left_2norm,resolvent_upper_bound,bound_dominates_both
0.8,0.4,0.009846242949724218,0.0006218046131848691,0.001132746550095794,0.002126525157097809,True
2.0,1.0,0.002528905856815705,0.00015990935127996168,0.000291132691565641,0.00034812649984944805,True
5.0,2.0,0.000562200397516518,2.176931336949462e-05,3.9623873771916125e-05,4.135353127320609e-05,True


